Title,Ratings,Production
Valerian and the City of a Thousand Planets,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '51/100'}]","['EuropaCorp', 'TF1 Films Production', 'Fundamental Films', 'BNP Paribas', 'Orange Studio', 'Novo Pictures', 'River Road Entertainment', 'Belga Films Fund']"
The Star,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '42/100'}]","['Columbia Pictures', 'Sony Pictures Animation', 'The Jim Henson Company', 'Franklin Entertainment', 'Walden Media', 'Affirm Films']"
King Arthur: Legend of the Sword,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '41/100'}]","['Warner Bros.', 'Weed Road Pictures', 'Safehouse Pictures', 'Ritchie/Wigram Productions', 'Village Roadshow Pictures']"
Jigsaw,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",['Twisted Pictures']
American Assassin,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",['CBS Films']
The Foreigner,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '55/100'}]","['The Fyzz Facility', 'Sparkle Roll Media', 'Huayi Brothers Pictures', 'Wanda Pictures']"
"Everything, Everything","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '52/100'}]","['Metro-Goldwyn-Mayer', 'Alloy Entertainment']"
Wind River,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}]","['Acacia Entertainment', 'Savvy Media Holdings', 'Thunder Road Pictures', 'Film 44']"
Geostorm,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '21/100'}]","['Warner Bros. Pictures', 'Skydance Media', 'Electric Entertainment']"
Monster Trucks,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '41/100'}]","['Paramount Animation', 'Nickelodeon Movies', 'Disruption Entertainment']"
Fist Fight,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '37/100'}]","['New Line Cinema', 'Village Roadshow Pictures', '21 Laps Entertainment', 'Wrigley Pictures']"
How to Be a Latin Lover,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",['3Pas Studios']
Kidnap,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '44/100'}]","['Di Bonaventura Pictures', 'Gold Star Films', '606 Films', 'Lotus Entertainment', 'Rumble Entertainment', 'Well Go USA']"
Underworld: Blood Wars,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '23/100'}]","['Lakeshore Entertainment', 'Sketch Films']"
The Mountain Between Us,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '48/100'}]","['Chernin Entertainment', 'Fox 2000 Pictures']"
Life,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '54/100'}]","['Columbia Pictures', 'Skydance Media']"
"I, Tonya","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '77/100'}]","['LuckyChap Entertainment', 'Clubhouse Pictures', 'AI Film']"
Hostiles,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '65/100'}]","['Waypoint Entertainment', 'Le Grisbi Productions', 'Bloom Media']"
Molly's Game,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '71/100'}]","['The Mark Gordon Company', 'Pascal Pictures', 'Ciwen Pictures', 'Huayi Brothers Pictures']"
The Nut Job 2: Nutty by Nature,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '36/100'}]","['Open Road Films', 'ToonBox Entertainment', 'Gulfstream Pictures', 'Red Rover International', 'Shanghai Hoongman']"
Rings,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",['Parkes + MacDonald Imagenation']
Home Again,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '41/100'}]","['Black Bicycle Entertainment', 'Waverly Films']"
Resident Evil: The Final Chapter,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '49/100'}]","['Constantin Film', 'Davis Films', 'Impact Pictures']"
The House,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '30/100'}]","['New Line Cinema', 'Village Roadshow Pictures', 'Gary Sanchez Productions', 'Good Universe']"
All the Money in the World,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '72/100'}]","['Imperative Entertainment', 'Scott Free Productions']"
Gifted,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '60/100'}]","['TSG Entertainment', 'FilmNation Entertainment', 'Grade A Entertainment', 'DayDay Films']"
Downsizing,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",['Ad Hominem Enterprises']
The Bye Bye Man,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '37/100'}]","['Huayi Brothers Pictures', 'Intrepid Pictures', 'Los Angeles Media Fund']"
Rough Night,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '51/100'}]","['LStar Capital', 'Matt Tolmach Productions', 'Paulilu Productions']"
My Little Pony: The Movie,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '39/100'}]","['Allspark Pictures', 'DHX Media']"
The Disaster Artist,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '76/100'}]","['New Line Cinema', 'Good Universe', 'Point Grey Pictures', 'Rabbit Bandini Productions']"
Phantom Thread,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '90/100'}]","['Annapurna Pictures', 'Ghoulardi Film Company', 'Perfect World Pictures']"
Sleepless,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '34/100'}]","['Riverstone Pictures', 'Vertigo Entertainment']"
Diary of a Wimpy Kid: The Long Haul,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '39/100'}]","['Fox 2000 Pictures', 'Color Force', 'TSG Entertainment']"
The Circle,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '43/100'}]","['Image Nation Abu Dhabi', 'Playtone', 'Likely Story', 'IM Global']"
Baahubali 2: The Conclusion,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",['Arka Media Works']
Only the Brave,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '72/100'}]","['Black Label Media', 'Di Bonaventura Pictures', 'Condé Nast Entertainment']"
Call Me by Your Name,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '93/100'}]","['Frenesy Film Company', 'La Cinéfacture', 'RT Features', 'M.Y.R.A. Entertainment', ""Water's End Productions""]"
Mother!,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",['Protozoa Pictures']
The Zookeeper's Wife,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '57/100'}]","['Scion Films', 'Electric City Entertainment', 'Tollin Productions', 'Rowe/Miller Productions']"
Father Figures,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '22/100'}]","['Alcon Entertainment', 'The Montecito Picture Company', 'DMG Entertainment']"
The Glass Castle,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",['Gil Netter Productions']
Flatliners,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '27/100'}]","['Stonebridge Entertainment','']"
Detroit,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '77/100'}]","['Annapurna Pictures', 'First Light Productions', 'Page 1']"
The Case for Christ,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",['Triple Horse Studios']
Wish Upon,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",['Busted Shark Productions']
It Comes at Night,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",['Animal Kingdom']
Born in China,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '57/100'}]","['Disneynature','Shanghai Media Group','Chuan Films']"
Megan Leavey,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",['LD Entertainment']
The Founder,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '66/100'}]","['FilmNation Entertainment', 'The Combine', 'Faliro House Productions S.A.']"
Battle of the Sexes,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]","['Decibel Films', 'Cloud Eight Films']"
Before I Fall,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '58/100'}]","['Awesomeness Films', 'Jon Shestack Productions']"
"Roman J. Israel, Esq.","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '58/100'}]","['Macro Media', 'Topic Studios', 'Cross Creek Pictures', 'Bron Creative', 'The Culture China/Image Nation Abu Dhabi Content Fund', 'Escape Artists']"
Unforgettable,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",['Di Novi Pictures']
The Beguiled,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '77/100'}]","['American Zoetrope', 'FR Productions']"
The Belko Experiment,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '44/100'}]","['Metro-Goldwyn-Mayer', 'Troll Court Entertainment', 'The Safran Company']"
Marshall,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '66/100'}]","['Starlight Media', 'Chestnut Ridge Productions', 'Hudlin Entertainment']"
Thank You for Your Service,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '68/100'}]","['DreamWorks Pictures', 'Reliance Entertainment', 'Rahway Road Productions']"
Rock Dog,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Metacritic', 'Value': '48/100'}]","['Mandoo Pictures', 'Huayi Tencent Entertainment Company', 'Eracme Entertainment', 'Dream Factory Group']"
The Lost City of Z,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '78/100'}]","['Plan B Entertainment', 'Keep Your Head Productions', 'MICA Entertainment', 'MadRiver Pictures']"
The Promise,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]","['Survival Pictures', 'Phoenix Pictures']"
A Cure for Wellness,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '47/100'}]","['Regency Enterprises', 'Blind Wink Productions', 'New Regency Productions']"
The Space Between Us,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '33/100'}]","['Huayi Brothers Pictures', 'Los Angeles Media Fund', 'Southpaw Entertainment', 'Scarlet Fire Entertainment', 'Virgin Produced']"
Let There Be Light,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]","['LTBL Productions', 'Wildfire Films']"
Gold,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '49/100'}]","['Boies/Schiller Films', 'Black Bear Pictures', 'Highway 61 Films']"
I Am Not Your Negro,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '95/100'}]","['Velvet Film', 'Artemis Productions', 'Close Up Films']"
Beatriz at Dinner,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '68/100'}]","['Killer Films', 'Bron Studios']"
Birth of the Dragon,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '35/100'}]","['Groundswell Productions', 'Kylin Pictures', 'Anomaly Entertainment']"
Loving Vincent,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '62/100'}]","['BreakThru Productions', 'Trademark Films']"
Same Kind of Different as Me,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '49/100'}]","['Paramount Pictures', 'Disruption Entertainment']"
Lowriders,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '57/100'}]","['Blumhouse Productions', 'Brian Grazer Productions', 'Imagine Entertainment', 'Telemundo']"
Maudie,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '65/100'}]","['Rink Rat Productions', 'Screen Door', 'Parallel Films']"
Just Getting Started,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",['Entertainment One']
The Florida Project,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '92/100'}]","['Cre Film', 'Freestyle Picture Company', 'Cinereach', 'June Pictures']"
All Saints,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",['Autumn Pictures']
Suburbicon,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Metacritic', 'Value': '42/100'}]","['Paramount Pictures', 'Black Bear Pictures', 'Silver Pictures', 'Smoke House Pictures']"
The Man Who Invented Christmas,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '60/100'}]","['Parallel Films', 'Rhombus Media']"
Paris Can Wait,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]","['American Zoetrope', 'Corner Piece Capital', 'Lifetime Films', 'Protagonist Pictures', 'Tohokushinsha Film', 'A+E Studios']"
Tiger Zinda Hai,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",['Yash Raj Films']
Call Me by Your Name,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '93/100'}]","['Frenesy Film Company', 'La Cinéfacture', 'RT Features', 'M.Y.R.A. Entertainment', ""Water's End Productions""]"
The Book of Henry,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '31/100'}]","['Sidney Kimmel Entertainment', 'Double Nickel Entertainment']"
Stronger,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '76/100'}]","['Bold Films', 'Mandeville Films', 'Nine Stories Productions']"
The Hero,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '61/100'}]","['Northern Lights', 'Park Pictures', 'Houston King Productions']"
Sleight,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",['Diablo Entertainment']
A United Kingdom,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '65/100'}]","['BBC Films', 'British Film Institute', 'Ingenious Media', 'Pathé']"
